Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³)
4/15/2021,112.5366667,227.058,14.73,41.38166667,9.203333333,1.435,47.828
4/16/2021,86.21,192.004,9.53,34.505,9.338333333,0.822,53.516
4/17/2021,73.25666667,206.374,9.345,33.14666667,10.04833333,0.616,65.524
4/18/2021,54.98,119.356,11.31,38.57,9.068333333,0.726,55.454
4/19/2021,100.5116667,246.702,12.32166667,45.86833333,9.828333333,0.662,51.914
4/20/2021,92.88,172.928,14.448,58.572,9.381666667,0.898,49.306
4/21/2021,86.975,173.098,11.136,39.264,8.513333333,0.806,49.982
4/22/2021,54.445,143.194,12.24,43.846,7.558333333,0.7,43.406
4/23/2021,64.875,160.672,18.008,50.144,8.973333333,0.878,48.806
4/24/2021,80.61666667,196.052,16.64,41.49,9.478333333,0.826,57.324
4/25/2021,93.955,194.56,11.92166667,37.945,10.91833333,1.181666667,64.424
4/26/2021,76.03166667,153.868,16.05666667,48.61833333,11.67166667,1.133333333,61.078
4/27/2021,94.6,175.536,19.40833333,59.405,13.46166667,1.23,54.23
4/28/2021,99.60833333,197.27,14.84666667,53.30166667,15.49166667,1.042,63.128
4/29/2021,65.77,176.578,9.686,32.892,10.68833333,0.656,64.31
4/30/2021,55.78666667,132.236,9.368,34.154,11.61166667,0.628,66.31
5/1/2021,60.36333333,158.51,10.646,35.492,10.55166667,0.618,62.832
5/2/2021,47.06666667,114.596,9.852,34.59,9.868333333,0.612,62.768
5/3/2021,55.06166667,113.414,10.648,37.716,11.07,0.696,60.906
5/4/2021,41.16666667,111.824,10.03,35.34,9.99,0.554,61.878
5/5/2021,38.99333333,94.252,10.29333333,30.475,10.395,0.582,57.614
5/6/2021,41.97666667,83.922,10.595,30.64333333,12.72833333,0.586,64.584
5/7/2021,35.455,82.046,13.912,33.894,8.61,0.552,53.488
5/8/2021,40.37,85.956,11.04,28.95333333,11.345,0.745,63.834
5/9/2021,45.02166667,106.072,10.57,28.945,10.27,0.508,57.79
5/10/2021,34.54333333,91.568,11.57666667,32.375,8.495,0.48,65.866
5/11/2021,46.90833333,90.052,12.26,30.05833333,8.99,0.61,54.14
5/12/2021,26.12333333,55.844,13.925,26.28666667,22.14666667,0.74,41.186
5/13/2021,28.978,51.826,12.98166667,26.99833333,30.414,0.526,48.232
5/14/2021,42.925,82.652,10.20333333,28.57666667,27.8,0.582,53.362
5/15/2021,47.67833333,115.702,10.452,32.606,30.386,0.968333333,58.84
5/16/2021,61.08333333,145.894,10.584,31.308,28.208,0.75,60.588
5/17/2021,65.875,146.022,10.666,29.684,27.512,0.948333333,52.06
5/18/2021,44.87833333,99.97,10.138,27.698,29.92,0.736666667,47.568
5/19/2021,31.93333333,78.134,11.716,27.48,16.976,0.554,44.248
5/20/2021,17.43166667,46.402,17.27,25.254,20.132,0.776,28.034
5/21/2021,25.85,62.466,14.274,22.652,26.63,0.504,31.512
5/22/2021,33.694,119.122,9.47,23.6,26.456,0.66,35.76
5/23/2021,32.675,93.956,15,28.204,28.388,0.66,40.888
5/24/2021,44.74666667,136.934,12.726,30.564,29.796,0.908333333,57.978
5/25/2021,42.06333333,120.122,13.308,27.564,22.002,0.713333333,30.762
5/26/2021,22.695,46.368,14.54,22.144,8.022,0.464,20.374
5/27/2021,24.27833333,53.81,10.43,14.095,21.44,0.402,32.178
5/28/2021,12.356,27.638,9.0075,13.6725,6.21,0.378,23.52
5/29/2021,26.256,146.968,11.1775,18.915,3.826,0.53,24.756
5/30/2021,34.026,57.77,9.0125,18.6125,3.988,0.726,19.664
5/31/2021,42.142,115.29,8.975,17.5075,3.952,0.792,21.056
6/1/2021,27.086,72.86,8.105,14.9925,10.214,0.552,28.01
6/2/2021,23.9,71.245,11.15,24.5475,13.282,0.53,37.932
6/3/2021,40.31,109.0775,9.725,24.435,7.886,0.85,38.402
6/4/2021,56.342,142.47,6.0425,18.9575,4.622,0.79,31.332
6/5/2021,48.03,112.3675,6.205,19.475,5.682,0.732,37.652
6/6/2021,41.928,104.9,5.17,18.3825,7.496,0.634,46.884
6/7/2021,47.702,122.155,5.645,21.185,9.438,0.672,48.266
6/8/2021,38.794,110.9575,5.965,17.295,7.218,0.59,49.418
6/9/2021,33.47,84.865,4.8225,14.4925,4.858,0.558,40.084
6/10/2021,36.172,90.92,4.7825,14.415,6.334,0.58,46.31
6/11/2021,38.932,78.552,5.0675,16.1225,8.01,0.58,38.468
6/12/2021,15.545,75.0775,6.0225,17.06,6.8875,0.51,30.9425
6/13/2021,21.09,69.69,5.9,16.42666667,10.565,0.5125,27.43
6/14/2021,23.2425,59.6425,4.43,17.5725,19.08,0.444,27.7575
6/15/2021,19.185,84.1075,4.135,16.395,7.315,0.8825,25.2725
6/16/2021,19.22,72.764,6.31,14.26,8.036,0.838,23.722
6/17/2021,24.13,68.838,3.25,13.685,6.69,0.644,39.084
6/18/2021,18.538,61.238,11.826,20.938,8.716,0.498,35.518
6/19/2021,19.27666667,52.23,20.34166667,76.97833333,7.538,0.702,34.046
6/20/2021,19.64,73.482,15.304,27.38,6.358,0.816,26.244
6/21/2021,23.56,47.438,26.3,67.03,6.97,0.886,29.564
6/22/2021,23.985,68.782,21.80833333,65.085,7.074,0.91,25.062
6/23/2021,36.89333333,84.144,22.54666667,65.12,6.436,0.816,29.914
6/24/2021,36.74833333,82.31,18.175,63.41166667,6.694,0.674,38.786
6/25/2021,40.05833333,78.992,25.75166667,69.685,6.34,0.814,26.722
6/26/2021,21.21333333,42.694,28.30666667,58.36,6.204,0.834,32.148
6/27/2021,27.64,62.766,3.848,15.218,6.928,0.828,27.732
6/28/2021,39.73833333,78.338,26.63833333,66.39333333,6.22,1.17,27.374
6/29/2021,38.09666667,93.814,24.47333333,58.55166667,5.566,1.044,24.55
6/30/2021,42.465,97.542,16.805,55.15833333,4.378,0.898,29.15
7/1/2021,37.42666667,90.152,12.20666667,30.38166667,4.318,0.83,31.522
7/2/2021,23.83,60.578,12.13166667,43.25833333,4.426,0.693333333,33.258
7/3/2021,27.01333333,66.956,10.68166667,37.68833333,4.436,0.625,31.212
7/4/2021,29.98,65.016,12.5,42.794,4.842,0.59,23.794
7/5/2021,42.66833333,100.286,19.53166667,45.89166667,5.066,0.863333333,29.308
7/6/2021,38.63833333,89.614,21.70666667,49.75833333,5.392,0.826666667,35.402
7/7/2021,38.87333333,88.648,17.40166667,48.30166667,6.248,0.796666667,41.166
7/8/2021,31.12,70.056,6.328333333,13.77,5.938,0.726666667,37.336
7/9/2021,22.66,46.694,7.44,14.815,5.39,0.753333333,30.962
7/10/2021,38.86,80.712,6.31,29.22,6.294,0.616666667,30.912
7/11/2021,25.00666667,53.914,22.585,46.09666667,6.066,0.688,27.41
7/12/2021,19.43333333,48.834,13.86666667,40.575,4.826,0.598,30.528
7/13/2021,23.64,58.002,10.99333333,37.88833333,6.692,0.626666667,34.556
7/14/2021,19.96166667,53.282,8.591666667,32.98666667,6.134,0.536,38.88
7/15/2021,19.42833333,56.064,9.851666667,34.73166667,6.672,0.628,39.308
7/16/2021,21.50666667,60.992,12.295,34.76,11.014,0.766,33.514
7/17/2021,21.035,55.918,13.70166667,38.68333333,7.992,0.838,31.402
7/18/2021,21.28333333,49.742,11.64666667,33.66833333,6.028,0.71,33.372
7/19/2021,25.96,57.852,14.675,39.33666667,7.302,0.922,36.086
7/20/2021,20.725,48.604,11.91833333,35.715,9.1,0.732,44.764
7/21/2021,24.535,54.002,10.87166667,36.32666667,6.924,0.774,38.872
7/22/2021,22.29,48.494,7.936,13.312,6.222,0.746,39.272
7/23/2021,18.474,49.01,6.662,10.378,5.832,0.686,35.57
7/24/2021,12.626,32.014,6.826,9.546,4.802,0.524,39.594
7/25/2021,21.932,51.384,6.532,11.696,4.852,0.622,41.61
7/26/2021,36.81666667,70.992,8.025,32.25,4.916,0.846,34.19
7/27/2021,20.89833333,41.712,18.11333333,33.09833333,5.284,0.79,33.104
7/28/2021,21.14666667,46.222,16.185,30.095,4.732,0.966,31.544
7/29/2021,15.895,41.342,15.05166667,29.75166667,4.882,0.918,30.47
7/30/2021,11.54333333,39.824,15.93,28.85166667,4.676,0.54,36.958
7/31/2021,21.74166667,43.766,10.75333333,26.49833333,5.834,0.576,38.006
8/1/2021,24.74333333,59.11,12.67333333,28.025,5.832,0.736,38.782
8/2/2021,19.33666667,53.66,16.03333333,30.82166667,5.484,0.726,34.094
8/3/2021,17.73833333,52.266,17.69166667,30.75333333,5.436,0.806,28.13
8/4/2021,25.45666667,57.894,23.02833333,32.205,4.706,0.974,22.792
8/5/2021,31.972,78.414,8.492,12.466,5.054,0.998,24.86
8/6/2021,29.196,71.094,6.956,14.648,4.836,0.794,29.586
8/7/2021,18.194,49.976,6.294,12.358,4.17,0.72,31.382
8/8/2021,19.8,42.198,6.018,8.066,4.302,0.642,32.034
8/9/2021,21.51,49.962,7.076,10.284,4.442,0.762,28.55
8/10/2021,15.164,43.82,7.416,9.668,4.706,0.818,27.93
8/11/2021,17.85,48.796,7.802,10.222,4.584,0.802,27.744
8/12/2021,19.006,54.778,7.464,21.01,4.562,0.8,22.582
8/13/2021,28.64,73.57,8.716,25.04,4.378,0.918,23.986
8/14/2021,33.292,76.676,5.928,15.994,4.804,0.892,25.21
8/15/2021,35.256,73.104,5.746,14.166,4.408,0.872,29.588
8/16/2021,28.032,61.514,5.24,11.938,3.976,0.772,32.438
8/17/2021,38.7,78.276,5.818,17.322,4.314,0.866,29.884
8/18/2021,20.928,57.902,14.658,20.654,6.146,0.602,33.796
8/19/2021,25.66,71.73,13.058,14.316,4.354,0.788,43.166
8/20/2021,27.668,65.568,8.33,12.16,4.182,0.714,50.344
8/21/2021,22.245,54.58,13.735,27.46,4.25,0.772,36.146
8/22/2021,28.94,57.546,9.712,16.098,3.954,0.75,26.042
8/23/2021,24.835,49.81,15.555,27.04833333,4.668,0.93,22.552
8/24/2021,21.214,52.234,18.482,23.316,4.186,0.972,50.82
8/25/2021,25.33,55.698,13.19,23.29,4.44,0.884,53.944
8/26/2021,28.085,61.318,21.665,33.00333333,4.64,1.016,52.144
8/27/2021,32.00833333,86.236,18.345,33.72833333,4.114,1.03,50.608
8/28/2021,21.165,51.528,20.97166667,30.765,4.604,0.894,59.26
8/29/2021,19.064,43.496,8.71,12.562,4.75,0.674,43.836
8/30/2021,21.91,52.874,7.556666667,16.09,4.592,0.646,28.308
8/31/2021,24.55,57.78,8.848333333,30.96,4.686,0.67,30.896
9/1/2021,23.428,60.402,11.07,14.874,4.75,0.846,30.528
9/2/2021,26.688,91.016,23.686,20.78,4.63,0.89,30.752
9/3/2021,30.276,68.732,13.744,24.128,4.548,1.028,30.346
9/4/2021,38.338,80.15,17.968,25.202,4.832,1.026,31.456
9/5/2021,46.75,106.888,20.008,25.618,4.694,1.284,29.804
9/6/2021,47.876,95.198,6.202,13.462,4.082,0.962,34.896
9/7/2021,21.336,48.878,6.466,12.24,4.66,0.654,32.758
9/8/2021,17.934,44.542,7.794,25.432,4.956,0.722,31.966
9/9/2021,32.05,70.42,5.408,17.932,5.458,0.7,36.406
9/10/2021,27.69,66.576,4.968,16.234,4.944,0.774,36.426
9/11/2021,21.364,59,5.936,17.408,4.684,0.92,32.892
9/12/2021,21.53,52.678,8.316,18.948,5.298,0.838,32.504
9/13/2021,17.56,46.514,7.49,15.766,5.298,0.732,37.898
9/14/2021,16.71,40.16,7.488,16.854,5.18,0.69,37.49
9/15/2021,15.978,35.924,5.932,20.528,5.28,0.704,34.848
9/16/2021,28.83,63.848,6.434,18.332,5.18,0.906,44.34
9/17/2021,25.666,54.486,9.85,21.528,5.104,1.042,42.84
9/18/2021,30.772,66.698,13.11,27.696,5.094,1.39,43.63
9/19/2021,47.902,100.704,22.702,27.162,6.928,1.392,51.62
9/20/2021,34.836,89.766,12.446,20.006,4.786,0.948,49.01
9/21/2021,29.74,68.664,8.876,19.966,5.268,0.876,42.772
9/22/2021,21.408,57.082,7.858,19.218,5.378,0.58,47.506
9/23/2021,21.422,52.146,6.912,14.678,6.096,0.616,69.492
9/24/2021,26.336,62.168,9.132,21.204,6.06,0.796,50.536
9/25/2021,38.282,83.474,7.466,22.2,5.354,0.9,47.146
9/26/2021,29.282,69.114,7.912,21.372,5.112,0.854,45.676
9/27/2021,26.404,57.388,9.524,21.386,4.818,0.804,42.728
9/28/2021,16.406,41.548,6.824,16.882,6.034,0.632,45.078
9/29/2021,14.792,29.364,7.012,15.586,5.446,0.648,55.67
9/30/2021,11.9,30.88,6.026,13.924,4.438,0.694,39.332
10/1/2021,18.322,41.564,8.6,19.406,4.568,0.948,38.524
10/2/2021,13.518,29.658,7.024,16.88,4.782,0.842,22.45
10/3/2021,13.85,33.468,6.73,17.328,5.77,0.856,35.86
10/4/2021,26.058,65.796,12.89,27.608,5.844,1.294,45.32
10/5/2021,35.08,93.15,18.462,35.91,5.932,1.652,36.81
10/6/2021,30.656,85.164,14.566,29.778,8.212,1.3,33.632
10/7/2021,38.7,106.702,19.02,32.916,6.164,1.408,38.35
10/8/2021,41.198,112.106,13.158,30.706,6.39,1.256,40.53
10/9/2021,56.224,152.806,10.964,25.472,7.138,1.534,34.394
10/10/2021,62.41,158.308,7.234,18.224,6.28,1.564,30.64
10/11/2021,70.454,172.246,11.676,23.266,6.752,1.876,33.356
10/12/2021,63.116,150.2,11.216,25,7.016,1.618,39.66
10/13/2021,53.024,138.238,8.69,18.726,7.028,1.764,41.084
10/14/2021,54.662,136.918,9.232,20.768,7.212,1.944,42.744
10/15/2021,46.12,109.332,7.696,16.496,5.698,1.752,51.41
10/16/2021,43.134,98.512,7.052,13.852,6.938,1.326,42.834
10/17/2021,21.068,54.722,3.83,8.566,6.598,0.66,29.802
10/18/2021,11.524,30.964,3.758,9.094,6.412,0.546,31.256
10/19/2021,14.484,34.908,5.728,11.732,5.996,0.77,27.734
10/20/2021,24.834,62.71,7.814,23.462,5.784,0.876,35.482
10/21/2021,50.568,122.458,8.924,27.924,5.268,1.044,34.056
10/22/2021,53.296,152.448,9.76,29.832,6.27,1.14,27.41
10/23/2021,57.984,175.032,17.856,47.154,6.464,1.16,27.124
10/24/2021,63.054,186.752,28.84,66.174,6.554,1.188,23.612
10/25/2021,72.676,193.896,23.158,50.32,5.724,1.416,26.5
10/26/2021,56.212,144.8,21.86,47.512,5.848,1.186,20.54
10/27/2021,59.338,154.566,14.004,41.248,6.81,0.924,23.88
10/28/2021,58.752,165.422,9.146,37.92,7.486,1.004,24.856
10/29/2021,60.76,164.558,11.218,42.186,10.084,1.03,27.724
10/30/2021,65.224,164.616,8.602,37.71,7.218,0.926,30.882
10/31/2021,66.098,158.256,8.072,31.488,8.048,0.734,30.748
11/1/2021,71.444,172.162,13.94,44.636,7.176,1.11,25.88
11/2/2021,85.672,209.618,18.286,56.234,7.444,1.314,29.926
11/3/2021,101.898,236.038,16.238,52.93,7.008,1.386,36.58
11/4/2021,140.49,242.458,8.814,31.914,9.536,1.286,42.078
11/5/2021,146.672,283.438,5.506,31.06,8.25,1.214,42.804
11/6/2021,79.89,195.302,5.764,31.202,6.562,1.128,49.09
11/7/2021,101.294,234.13,7.594,39.376,7.304,1.19,55.576
11/8/2021,114.354,249.354,11.834,43.114,7.6,1.476,37.516
11/9/2021,115.616,269.164,13.426,41.392,7.392,1.634,44.524
11/10/2021,110.8,238.436,9.312,31.13,6.68,1.392,32.226
11/11/2021,94.976,193.28,6.7,27.16,7.04,1.202,33.922
11/12/2021,71.982,164.052,7.972,26.746,6.934,1.046,37.59
11/13/2021,67.202,166.2,8.592,33.326,8.286,1.14,43.136
11/14/2021,84.868,201.636,13.618,37.176,8.024,1.192,29.164
11/15/2021,90.272,218.874,13.55,40.178,7.918,1.342,46.752
11/16/2021,97.202,226.134,17.112,46.43,8.034,1.5,43.496
11/17/2021,102.114,227.96,31.432,47.058,7.974,1.638,33.95
11/18/2021,115.068,251.978,26.684,45.574,7.464,1.602,42.658
11/19/2021,111.24,238.966,22.316,46.338,7.416,1.43,32.828
11/20/2021,144.21,275.954,11.666,41.88,7.116,1.488,38.476
11/21/2021,145.05,265.156,10.284,40.654,8.028,1.394,38.084
11/22/2021,121.8816667,247.288,22.04333333,53.065,10.742,1.245,42.55
11/23/2021,119.0966667,231.688,25.31833333,58.24166667,10.764,1.195,45.898
11/24/2021,136.225,277.054,31.49333333,72.27,10.456,1.706666667,45.12
11/25/2021,143.5,268.392,36.76833333,74.94833333,9.67,1.863333333,37.108
11/26/2021,169.0233333,289.326,30.43833333,68.69,8.974,1.908333333,28.676
11/27/2021,170.5183333,294.218,37.23166667,64.85,7.65,1.863333333,22.71
11/28/2021,187.91,324.712,34.81333333,57.03833333,9.052,2.111666667,20.528
11/29/2021,192.695,339.362,30.2,58.98166667,8.16,2.033333333,25.158
11/30/2021,141.47,262.72,39.46833333,64.21,9.272,2.188333333,25.082
12/1/2021,143.3133333,261.484,47.605,71.55166667,11.304,2.683333333,27.102
12/2/2021,163.1033333,290.588,52.60666667,65.5,12.508,2.588333333,26.63
12/3/2021,170.2033333,299.062,53.72666667,65.82333333,11.786,2.14,24.418
12/4/2021,161.3416667,287.66,27.405,58.37833333,11.992,2.385,31.116
12/5/2021,109.1183333,194.476,23.21833333,51.495,9.936,2.124,25.244
12/6/2021,100.4266667,183.51,26.32,52.21166667,6.264,1.865,23.286
12/7/2021,115.51,213.12,25.58,52.27666667,5.18,1.181666667,27.068
12/8/2021,109.3016667,190.792,21.92666667,50.99,5.494,1.195,27.298
12/9/2021,100.8833333,191.276,27.87833333,55.71,5,1.275,24.858
12/10/2021,102.5516667,201.428,17.33166667,50.735,13.166,1.008333333,28.646
12/11/2021,128.6016667,224.372,11.225,48.015,5.558,1.085,33.94
12/12/2021,155.4233333,259.846,19.465,56.175,5.33,1.248333333,31.018
12/13/2021,159.7483333,267.432,25.91833333,60.27,5.392,1.516666667,33.094
12/14/2021,167.5666667,272.358,25.41666667,57.245,5.074,1.62,30.294
12/15/2021,164.6783333,282.68,22.535,55.595,5.118,1.528333333,28.904
12/16/2021,131.2133333,280.798,23.205,52.04,5.784,1.341666667,25.47
12/17/2021,129.0133333,270.058,20.27333333,51.14333333,6.054,1.215,24.534
12/18/2021,106.8166667,213.926,7.828333333,37.82833333,5.89,0.851666667,29.792
12/19/2021,114.73,210.066,6.225,37.72333333,5.506,0.876666667,35.9
12/20/2021,176.2166667,302.044,20.5,49.53,5.328,1.411666667,28.634
12/21/2021,165.81,307.894,14.255,49.75333333,5.856,1.458333333,36.156
12/22/2021,168.5633333,322.346,27.61333333,52.69,5.566,1.711666667,29.826
12/23/2021,155.08,313.052,37.41,55.335,6.282,1.95,27.156
12/24/2021,154.01,303.628,37.565,56.13333333,7.146,1.873333333,28.236
12/25/2021,151.1816667,300.556,13.28833333,46.295,8.13,1.49,31.648
12/26/2021,151.19,262.668,15.87666667,44.96666667,4.996,1.395,25.054
12/27/2021,131.5916667,278.778,29.50666667,48.70166667,8.814,1.465,20.814
12/28/2021,96.63833333,191.858,12.615,38.18666667,8.474,0.888333333,27.398
12/29/2021,57.28166667,106.618,7.248333333,28.85,7.662,0.65,24.412
12/30/2021,46.585,91.74,10.87666667,29.52166667,6.412,0.633333333,29.832
12/31/2021,63.76,121.75,12.89333333,33.185,2.802,0.751666667,23.17
1/1/2022,85.89,146.164,11.015,31.24,2.46,0.858333333,18.278
1/2/2022,98.65,170.042,11.69166667,36.085,3.368,1,26.038
1/3/2022,161.0366667,287.21,11.67333333,37.36666667,3.764,1.56,27.93
1/4/2022,180.51,316.144,19.89333333,42.04,2.752,1.973333333,27.888
1/5/2022,178.4733333,299.572,14.96333333,40.96833333,3.124,1.616666667,26.69
1/6/2022,192.725,328.264,13.38833333,40.17666667,3.638,1.731666667,34.506
1/7/2022,135.6916667,229.284,16.35,36.41666667,4.076,1.328333333,28.122
1/8/2022,80.43166667,155.682,20.225,34.45166667,4.022,1.061666667,26.96
1/9/2022,84.065,176.346,15.555,33.19333333,4.684,0.9,23.566
1/10/2022,89.37833333,179.72,15.92166667,38.64833333,5.41,1.22,24.332
1/11/2022,129.3433333,234.368,15.025,33.915,4.134,1.398333333,36.152
1/12/2022,75.785,140.96,14.605,29.77,4.346,0.863333333,26.614
1/13/2022,66.02,139.114,19.38666667,33.48166667,3.89,1.051666667,32.62
1/14/2022,104.06,209.65,20.57166667,37.44,4.988,1.398333333,37.248
1/15/2022,103.9733333,194.944,9.258333333,30.365,3.784,1.045,36.498
1/16/2022,101.2816667,197.666,6.8,26.84,3.056,0.911666667,32.372
1/17/2022,123.8783333,225.876,9.348333333,31.07833333,3.118,1.183333333,31.16
1/18/2022,158.1,281.518,10.76,31.90833333,3.38,1.471666667,27.296
1/19/2022,147.6416667,257.89,8.65,26.90833333,4.041666667,1.3,29.436
1/20/2022,179.125,314.174,11.37666667,32.19666667,5.298333333,1.83,24.22666667
1/21/2022,212.7966667,379.622,26.19333333,43.89,6.641666667,2.49,21.02
1/22/2022,183.5316667,320.336,22.96166667,43.105,5.983333333,1.973333333,24.32
1/23/2022,114.5283333,195.808,12.93333333,33.535,6.996666667,1.108333333,28.48333333
1/24/2022,120.9066667,216.208,14.75333333,34.34333333,10.46,1.316666667,26.17833333
1/25/2022,118.205,224.804,13.36,31.88833333,5.011666667,1.268333333,22.62
1/26/2022,80.53166667,200.604,10.05833333,32.80333333,5.183333333,1.036666667,40.70166667
1/27/2022,87.73833333,204.208,6.79,30.285,4.093333333,0.91,44.34833333
1/28/2022,119.9933333,228.232,9.386666667,32.23166667,4.958333333,1.165,32.295
1/29/2022,134.9816667,257.834,14.92333333,35.755,6.27,1.9,33.97166667
1/30/2022,135.1383333,257.866,8.51,35.58833333,7.023333333,2.138333333,35.74333333
1/31/2022,181.67,312.79,11.93666667,40.27,7.64,2.19,31.015
2/1/2022,164.3983333,283.352,16.78333333,39.775,5.856666667,1.865,26.51833333
2/2/2022,164.9383333,299.252,11.77666667,35.75666667,6.43,1.636666667,38.3
2/3/2022,119.8333333,237.172,9.393333333,30.04833333,10.65833333,1.165,41.205
2/4/2022,51.71,106.404,7.636666667,28.13166667,6.556666667,0.711666667,30.52666667
2/5/2022,37.875,88.018,7.188333333,26.94,4.655,0.653333333,34.86
2/6/2022,69.945,146.668,8.898333333,27.70333333,4.616666667,1.011666667,37.068
2/7/2022,106.4733333,191.198,14.375,32.49166667,6.3,1.361666667,33.22333333
2/8/2022,118.8883333,216.798,13.74666667,37.39,9.891666667,1.366666667,36.564
2/9/2022,116.6483333,199.348,9.483333333,36.58833333,12.21,1.128333333,35.266
2/10/2022,120.6316667,196.036,10.36833333,37.47,10.72666667,1.001666667,26.762
2/11/2022,65.08333333,146.602,8.266666667,33.30666667,11.64666667,0.771666667,40.2
2/12/2022,77.665,172.286,13.51666667,35.70833333,11.41166667,1.035,44.332
2/13/2022,108.33,198.678,14.67666667,40.46166667,12.79333333,1.353333333,36.022
2/14/2022,121.7216667,219.968,22.805,44.24666667,10.10666667,1.696666667,29.20833333
2/15/2022,143.6266667,243.32,22.08333333,42.16333333,10.4,1.601666667,29.00333333
2/16/2022,123.435,220.01,12.77333333,42.16166667,10.51,1.44,30.13166667
2/17/2022,120.4333333,206.596,10.76833333,41.62,15.05666667,1.246666667,35.63833333
2/18/2022,89.23166667,186.498,20.21166667,46.49333333,14.22166667,1.293333333,31.86333333
2/19/2022,88.395,191.956,13.085,43.03333333,16.17333333,1.153333333,31.82333333
2/20/2022,70.425,160.642,7.466666667,32.27,14.91,0.981666667,28.75166667
2/21/2022,72.39333333,160.998,9.296666667,34.05333333,13.04666667,1.075,32.665
2/22/2022,115.955,211.862,13.89833333,36.75833333,14.77,1.33,33.99
2/23/2022,84.85666667,157.24,9.253333333,35.47666667,16.15,1.181666667,36.47
2/24/2022,90.1,168.15,10.15666667,36.88833333,10.56833333,1.32,46.08666667
2/25/2022,114.8216667,182.498,15.04,37.655,7.658333333,1.395,28.65166667
2/26/2022,104.6083333,178.664,16.735,38.54,7.971666667,1.34,29.91666667
2/27/2022,112.0233333,204.006,15.92166667,38.2,8.428333333,1.381666667,33.98833333
2/28/2022,96.91,198.026,12.55666667,38.90333333,6.21,1.325,37.685
3/1/2022,97.40833333,206.08,17.76833333,39.52166667,7.653333333,1.391666667,36.02833333
3/2/2022,105.2816667,207.324,17.44,40.62333333,7.016666667,1.436666667,37.03833333
3/3/2022,103.2783333,200.224,16.23666667,42.30666667,7.128333333,1.343333333,37.21333333
3/4/2022,95.92833333,212.008,14.55166667,43.31666667,8.49,1.295,30.735
3/5/2022,79.28166667,193.898,9.056666667,35.96333333,8.433333333,1.18,35.56333333
3/6/2022,83.54,189.728,13.945,36.75666667,7.828333333,1.23,36.28666667
3/7/2022,101.315,210.028,18.395,40.95833333,7.308333333,1.36,37.265
3/8/2022,90.02666667,212.95,9.92,37.715,7.571666667,1.24,33.17666667
3/9/2022,98.32833333,212.816,12.645,40.09166667,8.548333333,1.168333333,38.66
3/10/2022,110.6016667,228.404,17.21,44.22,9.175,1.233333333,34.728
3/11/2022,107.1333333,229.592,12.29333333,39.895,7.796666667,1.268333333,37.81833333
3/12/2022,95.095,206.338,7.523333333,34.635,7.816666667,1.22,31.31166667
3/13/2022,101.9216667,216.586,9.551666667,39.47166667,7.456666667,1.265,32.795
3/14/2022,110.8483333,227.668,11.69166667,42.27,8.096666667,1.338333333,37.072
3/15/2022,112.4066667,237.102,18.31833333,47.00333333,8.645,1.598333333,26.982
3/16/2022,105.925,239.124,10.895,37.69833333,8.885,1.67,24.565
3/17/2022,134.6283333,233.052,5.258333333,28.99166667,12.47666667,1.403333333,36.39
3/18/2022,142.2566667,224.448,4.873333333,26.92666667,10.21333333,1.656666667,37.284
3/19/2022,96.74666667,162.028,5.81,29.49833333,9.556666667,1.456666667,59.384
3/20/2022,108.7316667,184.942,6.478333333,30.6,8.535,1.288333333,60.322
3/21/2022,102.7166667,201.494,8.028333333,34.38333333,7.538333333,1.248333333,48.176
3/22/2022,99.35166667,226.174,8.761666667,36.43166667,10.31333333,1.281666667,43.992
3/23/2022,122.4366667,273.062,13.74,45.66833333,9.755,1.493333333,46.446
3/24/2022,101.675,249.76,5.803333333,40.96166667,10.90333333,1.751666667,38.38
3/25/2022,102.3616667,253.076,8.01,42.605,10.82,1.538333333,27.948
3/26/2022,101.5733333,256.08,7.401666667,39.815,9.263333333,0.901666667,36.99
3/27/2022,103.7883333,254.402,13.968,51.338,12.36666667,1.291666667,37.984
3/28/2022,136.494,297.7225,11.892,53.508,12.644,1.67,37.69
3/29/2022,129.235,240.392,4.06,29.63333333,8.941666667,1.245,41.25
3/30/2022,106.25,214.25,7.001666667,29.01166667,7.618333333,1.123333333,41.51
3/31/2022,118.2983333,236.156,11.77833333,35.135,6.373333333,1.741666667,29.55166667
4/1/2022,118.505,215.152,9.248333333,30.95333333,6.676666667,1.223333333,21.03
4/2/2022,98.92833333,183.082,9.72,28.11166667,5.39,0.966666667,24.98833333
4/3/2022,95.05333333,187.704,14.23166667,35.865,6.326666667,1.248333333,19.51
4/4/2022,114.72,288.536,22.66,47.27833333,9.131666667,1.498333333,26.03166667
4/5/2022,134.86,334.874,32.07166667,61.39333333,11.51166667,1.748333333,29.14333333
4/6/2022,124.7066667,294.568,27.49333333,56.21333333,10.28833333,1.568333333,25.935
4/7/2022,105.385,214.93,9.888333333,35.605,7.678,0.936666667,30.09
4/8/2022,97.82333333,194.77,10.28666667,35.345,8.068,1.011666667,30.02833333
4/9/2022,89.545,188.808,8.488333333,27.79833333,10.56,0.933333333,37.19
4/10/2022,73.65166667,164.634,5.1,25.18166667,9.604,0.798333333,43.53166667
